,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,imdb_score_label
587,79.0,139.0,2000.0,808.0,960.0,136448821.0,98989,3667,1.0,158.0,80000000.0,1996.0,848.0,6.6,1.85,1000,Good
588,486.0,153.0,16000.0,11000.0,13000.0,120523073.0,885175,36741,1.0,1527.0,75000000.0,2009.0,11000.0,8.3,2.35,42000,Very good
589,75.0,142.0,14000.0,5000.0,49000.0,119654900.0,182802,64259,1.0,363.0,70000000.0,1991.0,8000.0,6.7,2.35,13000,Good
590,245.0,101.0,420.0,467.0,12000.0,72660029.0,115687,16235,0.0,269.0,100000000.0,2014.0,3000.0,6.0,2.35,21000,Average
591,142.0,124.0,212.0,576.0,13000.0,117541000.0,269858,16595,0.0,316.0,70000000.0,1990.0,982.0,7.1,2.35,0,Good
592,144.0,117.0,69.0,1000.0,10000.0,116643346.0,119807,14486,1.0,340.0,80000000.0,2003.0,1000.0,6.0,2.35,0,Average
594,153.0,141.0,488.0,509.0,10000.0,100614858.0,206776,11458,1.0,1248.0,68000000.0,2001.0,834.0,6.9,1.85,0,Good
595,284.0,110.0,0.0,559.0,3000.0,42272747.0,78635,5609,1.0,1040.0,70000000.0,2006.0,579.0,5.6,1.85,0,Average
596,247.0,109.0,545.0,727.0,886.0,80281096.0,143628,3222,0.0,1283.0,60000000.0,2004.0,766.0,5.6,2.35,0,Average
597,107.0,88.0,84.0,1000.0,1000.0,219613391.0,31649,5227,0.0,98.0,75000000.0,2009.0,1000.0,4.5,1.85,2000,Average
598,141.0,124.0,130.0,841.0,4000.0,78120196.0,103241,6181,0.0,742.0,75000000.0,2002.0,973.0,7.1,2.35,5000,Good
599,358.0,119.0,845.0,992.0,18000.0,98895417.0,203154,31782,3.0,698.0,70000000.0,2013.0,11000.0,6.5,2.35,45000,Good
600,160.0,103.0,906.0,748.0,1000.0,70117571.0,56741,6207,0.0,515.0,58000000.0,1998.0,906.0,6.4,2.35,1000,Good
601,355.0,116.0,473.0,464.0,833.0,83552429.0,154955,4001,0.0,800.0,70000000.0,2011.0,697.0,5.8,2.35,25000,Average
602,235.0,125.0,13000.0,883.0,12000.0,66257002.0,350698,16138,0.0,816.0,70000000.0,2003.0,1000.0,8.0,1.37,26000,Good
603,59.0,125.0,0.0,184.0,443.0,65012000.0,43559,1439,1.0,137.0,70000000.0,1994.0,277.0,6.2,1.85,0,Good
604,388.0,146.0,14000.0,979.0,25000.0,79883359.0,116159,46726,1.0,488.0,66000000.0,2011.0,19000.0,7.2,2.35,28000,Good
605,371.0,118.0,0.0,559.0,13000.0,78031620.0,102248,27674,7.0,403.0,70000000.0,2014.0,13000.0,6.1,2.35,34000,Good
606,82.0,171.0,0.0,638.0,2000.0,54222000.0,131217,4074,0.0,380.0,69500000.0,1989.0,650.0,7.6,2.35,0,Good
607,297.0,136.0,0.0,17.0,903.0,52474616.0,84118,1579,2.0,245.0,70000000.0,2010.0,592.0,6.3,2.35,13000,Good
608,261.0,92.0,28.0,423.0,3000.0,55942830.0,138582,5178,1.0,423.0,70000000.0,2014.0,692.0,6.3,2.35,37000,Good
609,120.0,116.0,380.0,774.0,18000.0,40932372.0,58023,32563,0.0,281.0,70000000.0,1998.0,13000.0,6.3,2.35,0,Good
611,76.0,136.0,218.0,400.0,11000.0,37901509.0,96385,12226,1.0,119.0,70000000.0,1997.0,691.0,7.0,2.35,0,Good
612,185.0,111.0,2000.0,244.0,17000.0,48430355.0,43709,18510,2.0,141.0,70000000.0,2011.0,1000.0,5.3,2.35,0,Average
613,128.0,116.0,541.0,384.0,12000.0,30157016.0,39659,12993,2.0,189.0,70000000.0,2002.0,405.0,5.6,2.35,792,Average
615,105.0,97.0,84.0,150.0,989.0,33105600.0,41663,1576,1.0,141.0,70000000.0,2002.0,229.0,5.4,1.37,531,Average
616,242.0,88.0,24.0,324.0,5000.0,62321039.0,117096,5861,1.0,271.0,70000000.0,2012.0,327.0,6.4,2.35,24000,Good
617,360.0,136.0,163.0,66.0,394.0,38509342.0,61995,712,7.0,356.0,75000000.0,2012.0,217.0,5.9,2.35,33000,Average
618,112.0,125.0,40.0,407.0,13000.0,19076815.0,43651,15916,0.0,196.0,60000000.0,2002.0,787.0,6.3,2.35,997,Good
620,151.0,98.0,323.0,390.0,1000.0,18990542.0,22264,2763,3.0,289.0,70000000.0,2002.0,841.0,3.0,2.35,584,Bad
621,92.0,91.0,8.0,298.0,349.0,14294842.0,16761,1846,1.0,277.0,70000000.0,2002.0,324.0,3.6,2.35,391,Bad
622,79.0,97.0,13.0,695.0,11000.0,19819494.0,26893,13628,0.0,126.0,70000000.0,1998.0,893.0,5.8,2.35,815,Average
623,81.0,95.0,101.0,443.0,2000.0,13596911.0,25572,3734,0.0,123.0,70000000.0,2001.0,509.0,6.2,2.35,2000,Good
625,261.0,133.0,0.0,301.0,26000.0,7097125.0,38983,28129,1.0,207.0,70000000.0,2015.0,326.0,5.4,2.35,11000,Average
626,197.0,106.0,14.0,582.0,11000.0,37760080.0,72868,12871,2.0,618.0,70000000.0,2004.0,1000.0,6.1,1.85,0,Good
628,286.0,115.0,101.0,585.0,13000.0,25121291.0,177653,15708,1.0,279.0,50000000.0,2013.0,1000.0,6.7,2.35,34000,Good
629,156.0,99.0,212.0,182.0,576.0,18821279.0,44891,1520,0.0,202.0,70000000.0,2014.0,358.0,4.2,2.35,12000,Average
630,176.0,124.0,31.0,497.0,11000.0,118471320.0,86504,12556,0.0,568.0,68000000.0,2002.0,655.0,6.4,2.35,0,Good
631,293.0,124.0,171.0,10000.0,21000.0,300523113.0,184637,52547,3.0,498.0,68000000.0,2010.0,17000.0,4.9,2.35,29000,Average
632,141.0,124.0,0.0,580.0,22000.0,71069884.0,101899,32871,0.0,445.0,68000000.0,2001.0,10000.0,6.8,2.35,0,Good
633,304.0,87.0,275.0,975.0,7000.0,251501645.0,385943,11608,0.0,296.0,69000000.0,2010.0,2000.0,7.7,1.85,31000,Good
634,40.0,105.0,29.0,97.0,584.0,35324232.0,32224,1132,1.0,62.0,68000000.0,1995.0,220.0,5.6,2.35,617,Average
635,280.0,125.0,3000.0,3000.0,14000.0,81257500.0,117739,30010,0.0,229.0,68000000.0,2015.0,11000.0,6.4,2.35,30000,Good
637,125.0,121.0,18.0,776.0,1000.0,29655590.0,53970,3986,4.0,435.0,65000000.0,1999.0,855.0,6.0,1.85,0,Average
638,237.0,111.0,101.0,681.0,966.0,45045037.0,103230,3393,3.0,143.0,36000000.0,2011.0,919.0,5.9,2.35,10000,Average
639,209.0,157.0,0.0,680.0,14000.0,28965197.0,133526,18216,1.0,521.0,68000000.0,1999.0,826.0,7.9,2.35,0,Good
641,238.0,128.0,0.0,135.0,29000.0,39380442.0,174248,29824,1.0,263.0,70000000.0,2008.0,149.0,7.1,2.35,0,Good
643,393.0,105.0,335.0,911.0,3000.0,37516013.0,128629,8281,0.0,348.0,69000000.0,2012.0,3000.0,5.9,2.35,98000,Average
644,138.0,113.0,36.0,232.0,537.0,87704396.0,88132,1302,1.0,274.0,66000000.0,1999.0,427.0,6.2,2.35,0,Good
646,142.0,121.0,38.0,745.0,940.0,83892374.0,85720,4230,0.0,297.0,66000000.0,1998.0,826.0,7.0,2.35,0,Good
648,219.0,169.0,14000.0,13000.0,15000.0,216119491.0,881236,44998,2.0,2277.0,70000000.0,1998.0,14000.0,8.6,1.85,22000,Very good
649,327.0,132.0,76.0,464.0,3000.0,43568507.0,136954,7081,1.0,346.0,66000000.0,2014.0,3000.0,6.5,2.35,32000,Good
650,149.0,127.0,278.0,912.0,2000.0,182805123.0,158864,5838,1.0,395.0,70000000.0,2000.0,955.0,6.4,1.37,0,Good
651,193.0,103.0,77.0,835.0,1000.0,176387405.0,328159,5437,0.0,467.0,59000000.0,2002.0,939.0,7.6,1.85,3000,Good
652,175.0,136.0,759.0,354.0,11000.0,33685268.0,75573,12194,1.0,662.0,68000000.0,2003.0,599.0,5.5,2.35,4000,Average
653,538.0,150.0,14000.0,655.0,23000.0,182204440.0,197412,25517,0.0,720.0,65000000.0,2012.0,826.0,7.4,2.35,71000,Good
654,313.0,136.0,0.0,99.0,18000.0,171383253.0,1217752,18563,3.0,3646.0,63000000.0,1999.0,145.0,8.7,2.35,25000,Very good
655,159.0,140.0,2000.0,552.0,15000.0,172071312.0,208817,17171,0.0,296.0,62000000.0,1995.0,968.0,7.6,2.35,5000,Good
656,196.0,113.0,719.0,217.0,605.0,119412921.0,240241,1441,0.0,391.0,65000000.0,1990.0,308.0,7.5,1.85,0,Good
657,80.0,104.0,54.0,775.0,901.0,139225854.0,34561,5265,0.0,116.0,60000000.0,2002.0,857.0,5.5,1.85,1000,Average
658,488.0,158.0,0.0,11000.0,20000.0,148775460.0,243834,46204,1.0,845.0,61000000.0,2012.0,13000.0,7.6,1.85,144000,Good
659,153.0,119.0,0.0,744.0,15000.0,115731542.0,151812,17768,2.0,556.0,65000000.0,1998.0,793.0,6.5,1.85,0,Good
660,173.0,106.0,285.0,105.0,8000.0,100468793.0,212499,11264,2.0,277.0,65000000.0,2008.0,3000.0,6.9,2.35,0,Good
661,156.0,136.0,258.0,94.0,12000.0,93771072.0,135404,12396,0.0,318.0,65000000.0,1998.0,174.0,6.7,2.35,0,Good
662,307.0,95.0,480.0,490.0,21000.0,100448498.0,272789,23018,3.0,285.0,65000000.0,2010.0,561.0,6.6,2.35,25000,Good
663,322.0,137.0,11000.0,465.0,769.0,115603980.0,103589,2938,0.0,351.0,65000000.0,2014.0,698.0,7.2,2.35,35000,Good
664,169.0,130.0,16000.0,416.0,16000.0,90454043.0,60165,17771,1.0,326.0,65000000.0,2000.0,495.0,6.4,2.35,0,Good
665,74.0,124.0,212.0,369.0,13000.0,84049211.0,96096,15229,1.0,172.0,70000000.0,1993.0,730.0,6.4,2.35,0,Good
666,72.0,108.0,610.0,461.0,848.0,70450000.0,77390,2913,2.0,189.0,50000000.0,1996.0,517.0,6.0,2.35,0,Average
667,86.0,104.0,226.0,577.0,13000.0,69688384.0,34473,16452,1.0,139.0,60000000.0,2000.0,718.0,6.1,1.85,0,Good
668,242.0,129.0,0.0,625.0,12000.0,70236496.0,67395,14421,0.0,564.0,63000000.0,2006.0,1000.0,6.0,1.85,0,Average
669,141.0,117.0,179.0,403.0,8000.0,63695760.0,61490,12850,1.0,264.0,65000000.0,2003.0,4000.0,6.4,1.85,0,Good
670,313.0,99.0,119.0,174.0,600.0,59617068.0,213863,1375,0.0,310.0,65000000.0,2012.0,346.0,6.4,2.35,59000,Good
672,176.0,118.0,87.0,929.0,2000.0,85911262.0,24735,4796,6.0,213.0,65000000.0,2014.0,1000.0,5.2,2.39,16000,Average
673,279.0,105.0,43.0,523.0,10000.0,53846915.0,149337,11943,0.0,221.0,50100000.0,2015.0,806.0,6.6,1.85,23000,Good
674,241.0,103.0,368.0,520.0,27000.0,54758461.0,147641,29808,3.0,238.0,65000000.0,2012.0,1000.0,6.3,2.35,18000,Good
675,185.0,122.0,687.0,957.0,16000.0,52397389.0,132954,19764,0.0,514.0,65000000.0,2004.0,1000.0,5.9,2.35,0,Average
679,230.0,111.0,545.0,805.0,26000.0,36064910.0,166610,28643,4.0,211.0,45000000.0,2008.0,872.0,6.4,2.35,0,Good
680,94.0,121.0,212.0,263.0,394.0,33328051.0,60508,1531,2.0,285.0,65000000.0,1996.0,380.0,6.7,2.35,4000,Good
681,134.0,135.0,138.0,184.0,324.0,32598931.0,49300,1013,1.0,265.0,65000000.0,2000.0,192.0,6.2,2.35,892,Good
682,136.0,101.0,4000.0,539.0,17000.0,28045540.0,67707,32232,0.0,202.0,65000000.0,2005.0,14000.0,6.1,1.85,0,Good
683,315.0,151.0,21000.0,637.0,11000.0,37023395.0,1347461,13209,2.0,2968.0,63000000.0,1999.0,783.0,8.8,2.35,48000,Very good
684,96.0,131.0,368.0,383.0,11000.0,43532294.0,46951,12088,0.0,175.0,65000000.0,2006.0,529.0,7.1,2.35,0,Good
686,60.0,100.0,36.0,554.0,13000.0,17218080.0,43376,15944,0.0,249.0,70000000.0,1991.0,773.0,5.7,1.85,0,Average
691,339.0,102.0,436.0,6000.0,23000.0,13750556.0,111102,49433,3.0,239.0,65000000.0,2014.0,13000.0,6.5,1.85,32000,Good
692,96.0,133.0,521.0,970.0,11000.0,31054924.0,17025,16710,1.0,290.0,64000000.0,1999.0,1000.0,5.1,1.85,295,Average
695,194.0,94.0,116.0,481.0,645.0,213079163.0,162909,2725,2.0,795.0,63000000.0,2002.0,522.0,6.2,2.35,0,Good
697,308.0,127.0,14000.0,191.0,967.0,356784000.0,613473,2129,0.0,895.0,63000000.0,1993.0,610.0,8.1,1.85,19000,Very good
698,40.0,212.0,759.0,812.0,2000.0,25052000.0,35314,5708,0.0,145.0,63000000.0,1994.0,925.0,6.6,2.35,0,Good
699,42.0,141.0,176.0,672.0,11000.0,122012710.0,69663,14178,1.0,133.0,62000000.0,1994.0,913.0,6.9,2.35,0,Good
701,78.0,98.0,322.0,723.0,979.0,58255287.0,39471,6334,1.0,187.0,64000000.0,2006.0,862.0,4.3,1.85,0,Average
703,75.0,114.0,0.0,452.0,524.0,65000000.0,43027,2668,0.0,214.0,62000000.0,1995.0,517.0,6.8,2.35,0,Good
704,150.0,87.0,12.0,645.0,3000.0,32178777.0,43300,6658,6.0,250.0,62000000.0,2008.0,966.0,3.8,2.35,0,Bad
705,113.0,125.0,11.0,867.0,11000.0,15738632.0,38076,14536,2.0,399.0,42000000.0,2001.0,904.0,5.9,2.35,0,Average
706,596.0,187.0,16000.0,1000.0,46000.0,54116191.0,272839,49912,1.0,1018.0,44000000.0,2015.0,1000.0,7.9,2.76,114000,Good
707,191.0,93.0,8.0,970.0,8000.0,118153533.0,129995,13232,2.0,246.0,61000000.0,2007.0,1000.0,6.3,1.85,0,Good
708,156.0,95.0,25.0,439.0,989.0,108012170.0,24089,2558,0.0,82.0,63000000.0,2011.0,664.0,5.5,1.85,0,Average
709,460.0,117.0,0.0,447.0,18000.0,210592590.0,607235,32360,0.0,2073.0,65000000.0,2006.0,13000.0,7.7,2.35,13000,Good
710,141.0,106.0,116.0,708.0,22000.0,279167575.0,211296,24938,6.0,428.0,80000000.0,2004.0,713.0,6.3,1.85,0,Good
711,180.0,115.0,64.0,664.0,2000.0,143151473.0,116681,4811,0.0,320.0,60000000.0,2008.0,899.0,7.1,2.35,11000,Good
712,186.0,189.0,0.0,693.0,15000.0,136801374.0,782610,17716,0.0,1377.0,60000000.0,1999.0,745.0,8.5,1.85,30000,Very good
714,161.0,81.0,10.0,397.0,925.0,135381507.0,63912,2252,0.0,251.0,150000000.0,2005.0,729.0,5.8,1.85,912,Average
715,568.0,149.0,21000.0,625.0,835.0,167735396.0,569841,4348,0.0,1127.0,61000000.0,2014.0,812.0,8.1,2.35,146000,Very good
716,249.0,119.0,218.0,73.0,13000.0,121468960.0,407601,13249,1.0,849.0,60000000.0,2002.0,147.0,7.9,2.35,0,Good
718,113.0,116.0,165.0,475.0,577.0,102678089.0,42705,2321,0.0,274.0,95000000.0,1999.0,501.0,6.3,2.35,885,Good
719,213.0,103.0,608.0,576.0,2000.0,125603360.0,667983,3698,1.0,877.0,60000000.0,1998.0,617.0,8.1,1.85,18000,Very good
720,120.0,99.0,59.0,145.0,770.0,101217900.0,91093,1195,2.0,353.0,70000000.0,1998.0,263.0,7.0,1.85,0,Good
721,81.0,92.0,41.0,522.0,1000.0,104148781.0,49486,4050,1.0,116.0,60000000.0,2003.0,955.0,5.5,1.85,886,Average
722,265.0,109.0,175.0,459.0,18000.0,75573300.0,156898,20148,1.0,172.0,61000000.0,2013.0,497.0,6.7,2.35,22000,Good
723,105.0,87.0,6.0,405.0,3000.0,93375151.0,46031,4171,0.0,235.0,60000000.0,2001.0,664.0,5.2,1.85,0,Average
724,155.0,111.0,473.0,82.0,26000.0,106126012.0,285623,35084,6.0,497.0,60000000.0,2003.0,9000.0,7.0,2.35,0,Good
725,118.0,101.0,30.0,268.0,1000.0,93307796.0,85673,2636,2.0,269.0,60000000.0,2002.0,976.0,6.1,1.85,0,Good
726,131.0,83.0,35.0,754.0,13000.0,90646554.0,124641,25788,0.0,289.0,105000000.0,1998.0,11000.0,6.6,1.85,0,Good
727,166.0,113.0,0.0,721.0,4000.0,109176215.0,83506,8172,6.0,144.0,60000000.0,2009.0,722.0,5.5,1.85,0,Average
728,60.0,107.0,12000.0,695.0,10000.0,82670733.0,60476,14006,0.0,97.0,60000000.0,1990.0,3000.0,5.9,2.35,0,Average
729,77.0,94.0,163.0,2000.0,12000.0,82569532.0,42737,20348,6.0,128.0,60000000.0,2005.0,3000.0,5.4,2.35,781,Average
730,249.0,132.0,47.0,240.0,988.0,81687587.0,138246,2517,0.0,360.0,61000000.0,2015.0,960.0,6.4,2.35,24000,Good
731,213.0,140.0,708.0,745.0,11000.0,80574010.0,63493,20440,1.0,302.0,60000000.0,2010.0,8000.0,5.7,1.85,26000,Average
732,121.0,125.0,420.0,627.0,12000.0,75764085.0,85844,16646,1.0,322.0,60000000.0,2000.0,3000.0,6.7,2.35,0,Good
733,315.0,111.0,124.0,357.0,13000.0,90356857.0,238916,24928,4.0,328.0,58000000.0,2010.0,11000.0,7.1,2.35,32000,Good
734,171.0,156.0,0.0,1000.0,14000.0,75530832.0,97047,20761,5.0,452.0,55000000.0,1999.0,2000.0,6.8,2.35,0,Good
735,96.0,170.0,0.0,380.0,19000.0,75370763.0,32353,20683,0.0,263.0,60000000.0,1998.0,1000.0,6.5,1.85,0,Good
736,299.0,120.0,0.0,680.0,10000.0,100003492.0,293662,13581,0.0,836.0,65000000.0,2004.0,851.0,7.6,2.35,0,Good
737,167.0,100.0,55.0,416.0,12000.0,90341670.0,102129,14611,4.0,432.0,60000000.0,2002.0,1000.0,5.5,2.35,0,Average
738,125.0,115.0,13.0,579.0,2000.0,74540762.0,48753,4496,2.0,323.0,55000000.0,2004.0,1000.0,6.5,1.85,0,Good
739,387.0,130.0,188.0,1000.0,10000.0,80033643.0,226570,16385,2.0,448.0,60000000.0,2012.0,3000.0,7.0,2.35,38000,Good
740,199.0,105.0,212.0,811.0,1000.0,73648142.0,99043,3697,1.0,643.0,60000000.0,1999.0,975.0,5.8,2.35,0,Average
741,136.0,111.0,197.0,6.0,433.0,71844424.0,33158,679,0.0,223.0,60000000.0,2009.0,208.0,7.3,1.78,0,Good
742,436.0,106.0,0.0,175.0,13000.0,75638743.0,180479,13634,4.0,411.0,60000000.0,2011.0,240.0,6.6,1.85,42000,Good
743,73.0,89.0,18.0,226.0,658.0,66734992.0,23476,1233,0.0,181.0,60000000.0,2003.0,257.0,4.4,2.35,858,Average
744,310.0,100.0,253.0,57.0,309.0,75280058.0,143121,647,1.0,279.0,60000000.0,2009.0,229.0,7.7,1.85,10000,Good
745,323.0,91.0,0.0,751.0,11000.0,64505912.0,163130,13654,0.0,1264.0,48000000.0,2008.0,946.0,5.0,1.85,6000,Average
746,171.0,146.0,12000.0,451.0,18000.0,77862546.0,266310,20454,2.0,690.0,70000000.0,2004.0,992.0,7.7,2.35,14000,Good
747,76.0,98.0,48.0,722.0,21000.0,61112916.0,14888,24664,0.0,83.0,50000000.0,2006.0,936.0,4.4,2.35,747,Average
748,173.0,101.0,480.0,767.0,881.0,88200225.0,120795,3943,5.0,308.0,60000000.0,2004.0,869.0,6.1,2.35,0,Good
749,81.0,94.0,32.0,626.0,854.0,60573641.0,68406,4530,1.0,162.0,60000000.0,1996.0,628.0,5.4,1.85,0,Average
750,242.0,132.0,0.0,160.0,366.0,59035104.0,244566,1112,1.0,597.0,66000000.0,2004.0,334.0,6.8,1.85,0,Good
751,110.0,115.0,234.0,521.0,3000.0,56702901.0,23302,4713,1.0,181.0,60000000.0,1998.0,552.0,6.5,2.35,1000,Good
752,328.0,92.0,28.0,586.0,10000.0,55994557.0,72287,13597,0.0,176.0,60000000.0,2012.0,884.0,7.0,2.35,12000,Good
753,83.0,124.0,105.0,460.0,24000.0,54910560.0,88225,38227,0.0,227.0,60000000.0,1997.0,13000.0,6.3,2.35,0,Good
754,196.0,119.0,610.0,716.0,834.0,53789313.0,89816,3637,0.0,347.0,60000000.0,2003.0,780.0,6.3,2.35,0,Good
755,34.0,124.0,50.0,672.0,1000.0,51045801.0,11370,3653,2.0,54.0,60000000.0,1996.0,944.0,6.1,1.85,829,Good
758,81.0,98.0,11.0,107.0,966.0,50189179.0,61966,2018,2.0,207.0,60000000.0,2002.0,680.0,5.3,1.85,797,Average
759,47.0,92.0,14.0,488.0,789.0,50024083.0,35918,2318,1.0,126.0,60000000.0,1995.0,520.0,5.4,1.85,1000,Average
760,313.0,105.0,0.0,288.0,539.0,50549107.0,99035,1411,3.0,289.0,60000000.0,2014.0,394.0,6.2,2.35,17000,Good
761,315.0,124.0,737.0,14000.0,34000.0,56443482.0,75329,75793,3.0,256.0,60000000.0,2015.0,22000.0,6.6,1.85,24000,Good
763,223.0,116.0,0.0,672.0,1000.0,47748610.0,170179,3090,0.0,656.0,75000000.0,1997.0,720.0,6.3,2.35,0,Good
764,198.0,124.0,845.0,295.0,650.0,46975183.0,256213,1640,0.0,338.0,61000000.0,2007.0,467.0,7.2,2.35,0,Good
765,219.0,96.0,7.0,642.0,874.0,50807639.0,40883,3151,3.0,122.0,60000000.0,2014.0,668.0,6.8,1.85,11000,Good
766,92.0,104.0,165.0,944.0,1000.0,46611204.0,55749,4294,1.0,257.0,48000000.0,1998.0,967.0,6.1,2.35,0,Good
768,111.0,115.0,11.0,642.0,1000.0,48472213.0,51252,4305,2.0,156.0,45000000.0,2005.0,759.0,5.0,2.35,621,Average
769,138.0,101.0,38.0,11000.0,23000.0,43060566.0,107859,53024,0.0,569.0,60000000.0,2002.0,18000.0,6.2,2.35,0,Good
770,415.0,113.0,181.0,300.0,33000.0,45996718.0,173530,34738,3.0,264.0,60000000.0,2013.0,301.0,6.7,2.35,40000,Good
771,170.0,100.0,11000.0,485.0,10000.0,43337279.0,76770,12258,2.0,203.0,60000000.0,2009.0,1000.0,4.9,1.85,0,Average
772,306.0,134.0,16000.0,204.0,13000.0,37479778.0,124222,24458,1.0,259.0,60000000.0,2009.0,11000.0,7.4,2.35,23000,Good
774,211.0,125.0,209.0,896.0,8000.0,40559930.0,41727,10623,0.0,184.0,60000000.0,2009.0,1000.0,6.2,2.35,0,Good
775,49.0,94.0,80.0,230.0,1000.0,36830057.0,10883,2151,2.0,73.0,65000000.0,1999.0,417.0,4.9,1.85,448,Average
776,161.0,107.0,69.0,206.0,310.0,36279230.0,42144,1352,0.0,213.0,60000000.0,2006.0,219.0,6.1,2.35,690,Good
778,172.0,116.0,53.0,906.0,27000.0,43119879.0,58450,31224,0.0,842.0,60000000.0,2002.0,1000.0,6.4,2.35,0,Good
779,161.0,100.0,0.0,210.0,436.0,35096190.0,76560,1395,1.0,322.0,60000000.0,2003.0,399.0,6.3,1.85,0,Good
783,105.0,96.0,11000.0,236.0,22000.0,32122249.0,69319,22889,1.0,138.0,60000000.0,2002.0,394.0,5.9,1.85,846,Average
784,198.0,101.0,50.0,1000.0,22000.0,40076438.0,73368,38809,2.0,248.0,60000000.0,2008.0,14000.0,6.0,2.35,0,Average
785,79.0,111.0,17.0,652.0,13000.0,32940507.0,54314,16536,1.0,127.0,60000000.0,1998.0,968.0,6.1,2.35,0,Good
787,125.0,126.0,0.0,9000.0,13000.0,30695227.0,45296,34774,3.0,267.0,60000000.0,2000.0,10000.0,6.7,1.85,0,Good
788,149.0,152.0,488.0,947.0,22000.0,32522352.0,207287,36897,1.0,822.0,60000000.0,2000.0,11000.0,7.9,1.85,15000,Good
790,77.0,101.0,93.0,218.0,287.0,26082914.0,51349,993,2.0,213.0,87000000.0,2005.0,233.0,4.3,2.35,0,Average
791,225.0,87.0,124.0,77.0,865.0,29136626.0,97089,1417,0.0,233.0,60000000.0,2011.0,441.0,5.7,2.35,20000,Average
792,98.0,85.0,0.0,82.0,11000.0,26288320.0,36144,11301,0.0,91.0,60000000.0,2003.0,102.0,6.7,1.66,880,Good
794,703.0,173.0,0.0,19000.0,26000.0,623279547.0,995415,87697,3.0,1722.0,220000000.0,2012.0,21000.0,8.1,1.85,123000,Very good
795,117.0,104.0,293.0,256.0,780.0,30063805.0,31788,2109,0.0,243.0,60000000.0,2002.0,265.0,6.1,2.35,0,Good
798,110.0,131.0,37.0,507.0,968.0,18208078.0,57100,3012,3.0,281.0,60000000.0,2001.0,848.0,6.9,2.35,0,Good
799,100.0,91.0,394.0,68.0,889.0,14218868.0,14596,1262,0.0,282.0,65000000.0,2000.0,290.0,4.8,2.35,589,Average
800,189.0,118.0,167.0,778.0,20000.0,22451.0,41288,22447,0.0,126.0,60000000.0,2014.0,882.0,6.2,2.35,17000,Good
801,212.0,130.0,91.0,1000.0,5000.0,31165421.0,107028,10247,3.0,457.0,60000000.0,2013.0,2000.0,6.0,2.35,44000,Average
802,127.0,90.0,48.0,196.0,973.0,11802056.0,31640,1865,1.0,109.0,60000000.0,2008.0,400.0,4.9,1.85,791,Average
803,196.0,103.0,179.0,87.0,794.0,25472967.0,44966,1467,2.0,411.0,30000000.0,2005.0,329.0,5.6,2.35,0,Average
804,115.0,122.0,2000.0,1000.0,11000.0,22362500.0,35599,15275,0.0,195.0,55000000.0,1999.0,1000.0,6.1,1.85,641,Good
806,223.0,103.0,436.0,437.0,19000.0,19781879.0,53864,20881,1.0,290.0,60000000.0,2008.0,961.0,4.8,2.35,2000,Average
809,54.0,127.0,258.0,617.0,11000.0,4426297.0,22570,12947,2.0,156.0,35000000.0,2003.0,708.0,6.5,2.35,0,Good
811,81.0,132.0,131.0,242.0,11000.0,10166502.0,18209,12133,0.0,183.0,80000000.0,2005.0,298.0,6.7,2.35,0,Good
812,579.0,108.0,84.0,361.0,16000.0,363024263.0,479047,18239,0.0,1058.0,58000000.0,2016.0,805.0,8.1,2.35,117000,Very good
813,56.0,114.0,65.0,440.0,743.0,12065985.0,16260,2367,1.0,88.0,60000000.0,1998.0,730.0,4.9,2.35,296,Average
814,490.0,133.0,16000.0,318.0,14000.0,350123553.0,325264,16277,0.0,916.0,58800000.0,2014.0,962.0,7.3,2.35,112000,Good
815,218.0,103.0,11.0,543.0,2000.0,80021740.0,47968,5497,4.0,154.0,58000000.0,2015.0,1000.0,6.4,2.35,35000,Good
817,142.0,95.0,70.0,512.0,970.0,48291624.0,82819,2876,1.0,263.0,58000000.0,2005.0,834.0,6.7,1.85,0,Good
818,57.0,90.0,32.0,809.0,1000.0,35231365.0,15517,6299,0.0,85.0,60000000.0,2000.0,891.0,3.6,1.85,500,Bad
819,84.0,87.0,10.0,349.0,13000.0,53715611.0,92106,14574,1.0,171.0,63000000.0,1988.0,1000.0,5.7,2.35,2000,Average
820,186.0,114.0,0.0,110.0,142.0,31199215.0,27664,589,8.0,120.0,58000000.0,2008.0,117.0,6.0,1.85,472,Average
822,133.0,103.0,30.0,727.0,963.0,29580087.0,29523,3150,2.0,121.0,58000000.0,2009.0,935.0,4.7,2.35,0,Average
823,246.0,125.0,189.0,839.0,1000.0,44665963.0,159931,5081,2.0,281.0,58000000.0,2013.0,847.0,6.3,2.35,22000,Good
825,144.0,125.0,143.0,519.0,1000.0,49875589.0,28807,4416,0.0,273.0,58000000.0,2012.0,664.0,5.9,2.35,0,Average
827,117.0,136.0,138.0,9000.0,18000.0,60984028.0,259519,45271,2.0,431.0,57000000.0,1997.0,14000.0,7.5,2.35,11000,Good
828,157.0,116.0,51.0,622.0,11000.0,36931089.0,70681,16484,2.0,198.0,70000000.0,2012.0,3000.0,5.6,2.35,12000,Average
